ESWMinima	None
Con1Maxima	32
Pressure	Loading
1.0	3.9744713905
5.0	17.0198671063
10.0	18.7872239639
20.0	19.721159040299998
30.0	20.183475524400002
40.0	20.4902378982
50.0	20.7865954068
60.0	21.004058061
70.0	21.1803255036
80.0	21.3227304715
90.0	21.4740707165
100.0	21.637088898400002
150.0	22.174306340799998
200.0	22.558159983499998
250.0	22.8580835805
300.0	23.078105964200002
350.0	23.256896744299997
400.0	23.4589851709
450.0	23.556062256399997
500.0	23.645562859600002
550.0	23.7507159676
600.0	23.8008000364
650.0	23.917923187399996
700.0	23.943325987399998
750.0	23.987513831100003
800.0	24.1002971197
850.0	24.0927981927
900.0	24.135326320500003
950.0	24.2406900167
1000.0	24.237013701
1500.0	24.510883082
2000.0	24.67804372
2500.0	24.7749186279
3000.0	24.9278354535
3500.0	24.932222382800003
4000.0	25.081537132199998
4500.0	25.082247018
5000.0	25.155312608499997
5500.0	25.306087403400003
6000.0	25.3402805596
6500.0	25.364720428400002
7000.0	25.442376500500004
7500.0	25.4824086252
8000.0	25.456647000500002
8500.0	25.659317940999998
9000.0	25.5587094608
9500.0	25.57811802
10000.0	25.7283857536
11000.0	25.7112524196
12000.0	25.907795682199996
13000.0	25.8476402602
14000.0	25.907052315799998
15000.0	26.048519988600003
16000.0	26.104284114200002
17000.0	26.2037389694
18000.0	26.2773933818
19000.0	26.2163310722
20000.0	26.429730119499997
21000.0	26.1938684998
22000.0	26.4198023932
23000.0	26.4880848673
25000.0	26.6990437125
27000.0	26.499309603
28000.0	26.5914205609
30000.0	26.7001281928
35000.0	26.672823063899997
40000.0	26.9849195283
45000.0	27.270220836500002
50000.0	27.453903180999998
55000.0	27.5400254783
60000.0	27.526012148200003
70000.0	27.5809732246
80000.0	27.738428612600003
90000.0	27.7517296308
100000.0	27.7517296308
