ESWMinima	43
Con1Maxima	47
Pressure	Loading
1.0	0.2961687196
5.0	0.9759482741
10.0	1.4572591068
15.0	1.7968659228
20.0	2.0570422228
25.0	2.2718024888999997
30.0	2.4699460433000002
35.0	2.6500332812000003
40.0	2.8202298462
45.0	2.9668268114
50.0	3.1186166016000003
55.0	3.2623731145
60.0	3.3973412391
65.0	3.5381055549
70.0	3.6658717139999997
75.0	3.7899638097
80.0	3.9086995114
85.0	4.0229879739
90.0	4.1615112622
95.0	4.2969132718
100.0	4.4267253579000005
150.0	5.708829917899999
200.0	7.2473746372
250.0	9.2010697882
300.0	12.079101590599999
350.0	15.717494359100002
400.0	19.2465983604
450.0	22.2631915515
500.0	24.689592094600002
550.0	26.6670093579
600.0	28.3012942023
650.0	29.731823234
700.0	30.768036196999997
750.0	31.8557103516
800.0	32.7097215031
850.0	33.4840354357
900.0	34.2288570124
950.0	34.9040924345
1000.0	35.4517748628
1500.0	41.3023682473
2000.0	48.474084639
2500.0	56.428574242799996
3000.0	66.4870720679
3500.0	68.222445877
4000.0	68.8678591775
4500.0	69.4732929805
5000.0	69.91827505890001
5500.0	70.31537705699999
6000.0	70.7095972178
6500.0	71.0072735317
7000.0	71.1759184898
7500.0	71.4445494709
8000.0	71.70743976920001
8500.0	71.7969320816
9000.0	72.0791741109
9500.0	72.138958603
10000.0	72.2723350495
12000.0	72.7654405911
14000.0	73.3515729163
15000.0	73.5200096358
20000.0	74.1287509497
25000.0	74.6051691624
30000.0	75.1176487696
35000.0	75.2631966594
40000.0	75.88816415560001
45000.0	75.8814121693
50000.0	76.0856994171
60000.0	76.5611240627
70000.0	76.83734491109999
80000.0	77.0282503703
90000.0	77.0453972034
100000.0	77.0643515075
