ESWMinima	66
Con1Maxima	89
Pressure	Loading
1.0	0.0543405692
1.0	0.0543405692
5.0	0.2687324373
5.0	0.2687324373
10.0	0.5259847670000001
10.0	0.5259847670000001
15.0	0.7720326351000001
15.0	0.7720326351000001
20.0	1.0171754489
20.0	1.0171754489
25.0	1.247758284
25.0	1.247758284
30.0	1.4803487572
30.0	1.4803487572
35.0	1.6974045397
35.0	1.6974045397
40.0	1.9325897669999998
40.0	1.932589767
45.0	2.1141349838
45.0	2.1141349838
50.0	2.3731282617
50.0	2.3731282617
55.0	2.5238747674
55.0	2.5238747674
60.0	2.7519673351
60.0	2.7519673351
65.0	2.9345648826999997
65.0	2.9345648827
70.0	3.1153408781
70.0	3.1153408781
75.0	3.3128193280000002
75.0	3.312819328
80.0	3.4786412803
80.0	3.4786412802999997
85.0	3.6965394249
85.0	3.6965394249
90.0	3.8792643468
90.0	3.8792643468
95.0	4.0253616901
95.0	4.0253616901
100.0	4.2810979669
100.0	4.2810979669
150.0	6.4502531813
150.0	6.4502531813
200.0	8.9745528614
200.0	8.9745528614
250.0	11.8372731579
250.0	11.8372731579
300.0	15.205643608599999
300.0	15.205643608599999
350.0	18.7007997648
350.0	18.7007997648
400.0	22.4579026908
400.0	22.4579026908
450.0	28.5485946026
450.0	28.5485946026
500.0	41.3337908894
500.0	41.3337908894
550.0	46.6831702634
550.0	46.6831702634
600.0	49.5345015049
600.0	49.5345015049
650.0	50.698271853
650.0	50.698271853
700.0	51.486413855900004
700.0	51.486413855900004
750.0	52.6907190892
750.0	52.6907190892
800.0	52.8088816531
800.0	52.8088816531
850.0	53.387856125
850.0	53.387856125
900.0	54.0023919133
900.0	54.0023919133
950.0	54.2704362308
950.0	54.2704362308
1000.0	54.6401819723
1000.0	54.6401819723
1500.0	56.57767664560001
1500.0	56.57767664560001
2000.0	57.518587221400004
2000.0	57.518587221400004
2500.0	58.3091264487
2500.0	58.3091264487
3000.0	58.8031979793
3000.0	58.8031979793
3500.0	59.6515631551
3500.0	59.6515631551
4000.0	59.9635934056
4000.0	59.9635934056
4500.0	59.897529423900004
4500.0	59.897529423900004
5000.0	60.5227900299
5000.0	60.5227900299
5500.0	60.6980814665
5500.0	60.6980814665
6000.0	60.9617194288
6000.0	60.9617194288
6500.0	60.9562174555
6500.0	60.9562174555
7000.0	61.445510956599996
7000.0	61.445510956599996
7500.0	61.393375057700005
7500.0	61.393375057700005
8000.0	61.765538921
8000.0	61.765538921
8500.0	61.6723486884
8500.0	61.6723486884
9000.0	61.785397372700004
9000.0	61.785397372700004
9500.0	62.1324187405
9500.0	62.1324187405
10000.0	61.833479186000005
10000.0	61.833479186000005
12000.0	62.329513574799996
12000.0	62.329513574799996
14000.0	63.149831523500005
14000.0	63.149831523500005
15000.0	62.8581373783
15000.0	62.8581373783
20000.0	63.3867611819
20000.0	63.3867611819
25000.0	63.66366000439999
25000.0	63.66366000439999
30000.0	64.1875540415
30000.0	64.1875540415
35000.0	64.38416823680001
35000.0	64.38416823680001
40000.0	64.7321687946
40000.0	64.7321687946
45000.0	64.37329664
45000.0	64.37329664
50000.0	64.9114969023
50000.0	64.9114969023
60000.0	65.4543388637
60000.0	65.4543388637
70000.0	65.6555703778
70000.0	65.6555703778
80000.0	65.68415247729999
80000.0	65.68415247729999
90000.0	65.6629963999
90000.0	65.6629963999
100000.0	65.6096409913
100000.0	65.6096409913
